feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,angle
9.0,1.0,2.0,5.0,6.0,1.0,1.0,4.0,5.0,1.0,1.0,7.0,122.0
9.0,1.0,2.0,5.0,6.0,1.0,1.0,4.0,6.0,1.0,1.0,7.0,122.0
9.0,1.0,2.0,5.0,6.0,1.0,1.0,4.0,6.0,1.0,1.0,7.0,122.0
9.0,1.0,2.0,5.0,6.0,1.0,1.0,4.0,6.0,1.0,1.0,7.0,122.0
9.0,1.0,2.0,5.0,6.0,1.0,1.0,4.0,7.0,1.0,1.0,7.0,122.0
9.0,1.0,2.0,5.0,6.0,1.0,1.0,4.0,7.0,1.0,1.0,6.0,122.0
9.0,1.0,2.0,5.0,6.0,1.0,1.0,4.0,7.0,1.0,1.0,6.0,122.0
9.0,1.0,2.0,5.0,6.0,1.0,1.0,4.0,8.0,1.0,1.0,6.0,122.0
10.0,1.0,2.0,5.0,6.0,1.0,1.0,4.0,8.0,1.0,1.0,6.0,122.0
10.0,1.0,2.0,5.0,7.0,1.0,1.0,4.0,9.0,1.0,1.0,6.0,122.0
10.0,1.0,2.0,5.0,7.0,1.0,1.0,4.0,9.0,1.0,1.0,6.0,122.0
10.0,1.0,2.0,5.0,7.0,1.0,1.0,4.0,10.0,1.0,1.0,6.0,122.0
10.0,1.0,2.0,5.0,7.0,1.0,1.0,4.0,10.0,1.0,1.0,6.0,122.0
10.0,1.0,2.0,5.0,7.0,1.0,1.0,4.0,10.0,1.0,1.0,7.0,123.0
10.0,1.0,2.0,5.0,7.0,1.0,1.0,4.0,10.0,1.0,1.0,7.0,123.0
11.0,1.0,2.0,5.0,7.0,1.0,1.0,4.0,9.0,1.0,1.0,7.0,123.0
11.0,1.0,2.0,6.0,7.0,1.0,1.0,4.0,9.0,1.0,2.0,7.0,122.0
11.0,1.0,2.0,6.0,7.0,1.0,1.0,4.0,8.0,1.0,2.0,7.0,122.0
11.0,1.0,2.0,6.0,7.0,1.0,1.0,4.0,7.0,1.0,2.0,7.0,122.0
11.0,1.0,2.0,6.0,7.0,1.0,1.0,4.0,7.0,1.0,2.0,7.0,122.0
11.0,1.0,2.0,6.0,7.0,1.0,1.0,4.0,7.0,1.0,2.0,7.0,122.0
11.0,1.0,2.0,6.0,7.0,1.0,1.0,4.0,6.0,1.0,2.0,6.0,122.0
11.0,1.0,2.0,6.0,7.0,1.0,1.0,4.0,6.0,1.0,2.0,6.0,122.0
11.0,1.0,2.0,6.0,7.0,1.0,1.0,4.0,6.0,1.0,2.0,5.0,122.0
12.0,1.0,2.0,6.0,7.0,1.0,1.0,4.0,7.0,1.0,2.0,5.0,122.0
12.0,1.0,2.0,6.0,6.0,1.0,1.0,4.0,7.0,1.0,2.0,5.0,122.0
12.0,1.0,2.0,6.0,6.0,1.0,1.0,4.0,8.0,1.0,2.0,4.0,122.0
12.0,1.0,2.0,6.0,6.0,1.0,1.0,4.0,8.0,1.0,2.0,4.0,122.0
12.0,1.0,2.0,6.0,6.0,1.0,1.0,4.0,9.0,1.0,2.0,4.0,122.0
12.0,1.0,2.0,6.0,6.0,1.0,1.0,4.0,9.0,2.0,2.0,4.0,122.0
12.0,1.0,2.0,6.0,6.0,1.0,1.0,4.0,9.0,2.0,2.0,4.0,122.0
13.0,1.0,2.0,6.0,6.0,1.0,1.0,4.0,9.0,2.0,2.0,4.0,122.0
13.0,1.0,2.0,6.0,6.0,1.0,1.0,4.0,9.0,2.0,2.0,4.0,122.0
13.0,1.0,3.0,6.0,6.0,1.0,1.0,4.0,9.0,2.0,2.0,4.0,122.0
13.0,1.0,3.0,6.0,6.0,1.0,1.0,4.0,8.0,1.0,1.0,4.0,122.0
13.0,1.0,3.0,6.0,6.0,1.0,1.0,4.0,8.0,1.0,1.0,3.0,122.0
13.0,2.0,3.0,6.0,6.0,1.0,1.0,4.0,7.0,1.0,1.0,3.0,122.0
13.0,2.0,3.0,6.0,6.0,1.0,1.0,4.0,7.0,1.0,1.0,3.0,122.0
13.0,2.0,3.0,6.0,6.0,1.0,1.0,4.0,6.0,1.0,1.0,3.0,122.0
13.0,2.0,3.0,6.0,6.0,1.0,1.0,4.0,6.0,1.0,1.0,3.0,122.0
14.0,2.0,3.0,6.0,6.0,1.0,1.0,4.0,6.0,1.0,1.0,4.0,122.0
14.0,2.0,3.0,6.0,6.0,1.0,1.0,4.0,6.0,1.0,1.0,4.0,122.0
14.0,2.0,3.0,6.0,6.0,1.0,1.0,4.0,6.0,1.0,1.0,4.0,122.0
14.0,2.0,3.0,6.0,5.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,122.0
14.0,2.0,3.0,6.0,5.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,122.0
14.0,2.0,3.0,7.0,5.0,1.0,1.0,4.0,7.0,1.0,1.0,5.0,122.0
14.0,2.0,3.0,7.0,5.0,1.0,1.0,4.0,7.0,1.0,1.0,5.0,122.0
14.0,2.0,3.0,7.0,5.0,1.0,1.0,4.0,8.0,1.0,1.0,5.0,122.0
14.0,2.0,3.0,7.0,5.0,1.0,1.0,4.0,8.0,1.0,1.0,5.0,122.0
14.0,2.0,3.0,7.0,5.0,1.0,1.0,4.0,8.0,1.0,1.0,5.0,122.0
15.0,2.0,3.0,7.0,5.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,121.0
15.0,2.0,3.0,7.0,5.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,121.0
15.0,2.0,3.0,7.0,5.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,121.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,121.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,121.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,121.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,121.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,4.0,121.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,5.0,0.0,1.0,4.0,121.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,6.0,0.0,1.0,5.0,121.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,6.0,0.0,1.0,5.0,121.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,6.0,0.0,1.0,6.0,121.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,6.0,0.0,1.0,7.0,121.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,6.0,0.0,1.0,7.0,121.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,6.0,0.0,1.0,8.0,121.0
15.0,2.0,3.0,7.0,3.0,1.0,1.0,3.0,6.0,0.0,1.0,8.0,121.0
15.0,2.0,3.0,7.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,8.0,121.0
15.0,2.0,3.0,7.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,8.0,121.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,8.0,121.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,7.0,121.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,7.0,120.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,7.0,120.0
15.0,2.0,3.0,7.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,6.0,120.0
15.0,2.0,3.0,8.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,6.0,120.0
15.0,2.0,3.0,8.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,6.0,120.0
15.0,2.0,3.0,8.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,6.0,120.0
15.0,2.0,3.0,8.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,6.0,120.0
15.0,2.0,3.0,8.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,6.0,120.0
15.0,2.0,3.0,8.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,6.0,120.0
15.0,2.0,3.0,8.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,6.0,120.0
15.0,2.0,3.0,8.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,6.0,120.0
15.0,2.0,3.0,8.0,5.0,1.0,1.0,3.0,3.0,1.0,2.0,6.0,120.0
15.0,2.0,3.0,8.0,5.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,120.0
15.0,2.0,3.0,8.0,5.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,120.0
14.0,2.0,3.0,8.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,120.0
14.0,2.0,3.0,8.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,120.0
14.0,2.0,3.0,8.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,120.0
14.0,2.0,3.0,8.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,120.0
14.0,2.0,3.0,8.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,120.0
14.0,2.0,3.0,8.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,120.0
14.0,2.0,3.0,8.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,120.0
14.0,2.0,3.0,8.0,6.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,120.0
13.0,2.0,3.0,8.0,6.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,120.0
13.0,2.0,3.0,8.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,120.0
13.0,2.0,3.0,7.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,119.0
13.0,2.0,3.0,7.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,119.0
13.0,2.0,3.0,7.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,119.0
13.0,2.0,3.0,7.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,119.0
13.0,2.0,3.0,7.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,119.0
13.0,2.0,3.0,7.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,119.0
13.0,2.0,3.0,7.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,119.0
12.0,2.0,3.0,7.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,119.0
12.0,2.0,3.0,7.0,6.0,1.0,1.0,4.0,2.0,0.0,1.0,3.0,119.0
12.0,2.0,3.0,7.0,7.0,1.0,1.0,4.0,2.0,0.0,1.0,3.0,119.0
12.0,2.0,3.0,7.0,7.0,1.0,1.0,4.0,3.0,0.0,1.0,3.0,119.0
12.0,2.0,3.0,7.0,7.0,1.0,1.0,4.0,3.0,0.0,1.0,2.0,119.0
12.0,2.0,3.0,7.0,7.0,1.0,1.0,4.0,3.0,0.0,1.0,2.0,119.0
12.0,2.0,3.0,7.0,7.0,1.0,1.0,4.0,3.0,0.0,1.0,2.0,119.0
12.0,2.0,3.0,7.0,7.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,119.0
12.0,2.0,3.0,7.0,7.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,119.0
12.0,1.0,3.0,7.0,7.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,119.0
12.0,1.0,3.0,7.0,7.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,119.0
12.0,1.0,3.0,7.0,7.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,119.0
11.0,1.0,3.0,7.0,7.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,119.0
11.0,1.0,3.0,7.0,7.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,119.0
11.0,1.0,3.0,7.0,7.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,119.0
11.0,1.0,3.0,7.0,7.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,119.0
11.0,1.0,3.0,7.0,7.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,119.0
11.0,1.0,3.0,7.0,7.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,119.0
11.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,119.0
11.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,5.0,1.0,2.0,3.0,119.0
11.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,5.0,1.0,2.0,3.0,119.0
11.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,5.0,1.0,2.0,3.0,119.0
11.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,5.0,1.0,2.0,3.0,119.0
11.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,5.0,1.0,2.0,4.0,119.0
11.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,5.0,1.0,2.0,4.0,119.0
11.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,4.0,1.0,2.0,4.0,118.0
11.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,118.0
11.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,118.0
11.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,118.0
11.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,118.0
10.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,118.0
10.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,118.0
10.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,118.0
10.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,118.0
10.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,118.0
10.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,118.0
10.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,118.0
10.0,1.0,3.0,6.0,6.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,118.0
9.0,1.0,4.0,5.0,6.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,118.0
9.0,1.0,4.0,5.0,6.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,118.0
9.0,1.0,4.0,5.0,6.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,118.0
9.0,1.0,4.0,5.0,6.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,118.0
9.0,1.0,4.0,5.0,6.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,118.0
9.0,1.0,4.0,5.0,6.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,118.0
9.0,1.0,4.0,5.0,6.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,118.0
9.0,1.0,4.0,5.0,6.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,118.0
9.0,1.0,4.0,5.0,6.0,1.0,1.0,4.0,5.0,1.0,2.0,3.0,118.0
9.0,1.0,4.0,5.0,6.0,1.0,1.0,4.0,5.0,1.0,2.0,3.0,118.0
9.0,1.0,4.0,5.0,6.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,118.0
9.0,1.0,4.0,5.0,6.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,118.0
9.0,1.0,4.0,5.0,6.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,118.0
8.0,1.0,4.0,5.0,6.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,118.0
8.0,1.0,4.0,5.0,6.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,118.0
8.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,4.0,0.0,2.0,2.0,118.0
8.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,0.0,2.0,2.0,118.0
8.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,0.0,2.0,2.0,118.0
8.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,0.0,2.0,2.0,118.0
8.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,0.0,2.0,2.0,118.0
8.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,0.0,2.0,2.0,118.0
8.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,0.0,2.0,2.0,118.0
7.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,0.0,2.0,2.0,118.0
7.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,0.0,2.0,2.0,118.0
7.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,4.0,0.0,2.0,2.0,118.0
7.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,4.0,0.0,2.0,3.0,118.0
7.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,4.0,0.0,2.0,3.0,118.0
7.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,4.0,0.0,1.0,3.0,118.0
7.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,4.0,0.0,1.0,3.0,118.0
7.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,5.0,0.0,1.0,4.0,118.0
7.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,5.0,0.0,1.0,4.0,118.0
7.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,5.0,0.0,1.0,4.0,118.0
7.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,4.0,0.0,1.0,4.0,118.0
7.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,4.0,0.0,1.0,4.0,118.0
7.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,4.0,0.0,1.0,3.0,118.0
7.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,4.0,0.0,1.0,3.0,118.0
7.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,3.0,0.0,1.0,3.0,118.0
7.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,0.0,1.0,3.0,118.0
6.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,0.0,1.0,3.0,118.0
6.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,0.0,1.0,3.0,118.0
6.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,0.0,1.0,3.0,118.0
6.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,118.0
6.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,118.0
6.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,118.0
6.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,118.0
6.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,118.0
6.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,118.0
6.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,118.0
6.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,118.0
6.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,118.0
6.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,118.0
6.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,118.0
6.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,118.0
5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,118.0
5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,118.0
5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,118.0
5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,3.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,3.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,3.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,3.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,3.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,3.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0,3.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,118.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,119.0
5.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,0.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,0.0,1.0,3.0,119.0
6.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,119.0
6.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,119.0
6.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,119.0
6.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,119.0
6.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,119.0
6.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,119.0
6.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,119.0
6.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,119.0
